id,value
id_193,0.2576018138435938
id_194,19.14711687242471
id_195,0.8858055043261391
id_196,33.73119564026584
id_197,10.46932433511156
id_198,18.749580329957304
id_199,60.235762165552885
id_200,24.978163517631284
id_201,25.768703599294952
id_202,64.62819040396383
id_203,10.632035638586558
id_204,9.15928844933296
id_205,11.277993175359798
id_206,7.2890055538458824
id_207,1.6674265546059335
id_208,123.96577901919497
id_209,20.58797446005836
id_210,16.126410529062074
id_211,13.848856628963105
id_212,36.32430312534948
id_213,36.04142883409712
id_214,18.922554266051677
id_215,34.80426678116013
id_216,78.53921041293272
id_217,0.4271481854662963
id_218,12.886919524592988
id_219,31.849955761288957
id_220,14.983146070882926
id_221,12.711781218882667
id_222,113.3549787437455
id_223,12.990064226732352
id_224,16.311202349853136
id_225,64.01868725674345
id_226,15.992456042878654
id_227,19.73980985595354
id_228,10.208331354159643
id_229,3.8490806684793957
id_230,46.20652809151227
id_231,12.742365495647354
id_232,54.00744764579286
id_233,42.51682908112968
id_234,25.12986665565068
id_235,41.001256279452136
id_236,68.9745751330716
id_237,42.15599767834719
id_238,11.035609529260583
id_239,18.155233508540896
